factor_id,name,expression,reason,validation_status,admitted,train_rank_ic,validation_rank_ic,test_rank_ic_retrospective,best_seed,best_round,best_evaluation_index,occurrence_count,all_seeds,canonical
b218eee4b690ecbd,UPPER_SHADOW_PERSIST,"(($high - $close) / ($high - $low + 1e-12)) * (Ref(($high - $close) / ($high - $low + 1e-12), 1))","Two consecutive days of high upper shadow indicate persistent intraday selling pressure that tends to reverse next day, so higher scores predict positive forward returns.",validation_admitted,True,0.040674662810977195,0.04461908088577245,0.018470186997461027,123,41,165,1,[123],"Mul(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Ref(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),1))"
8489082985f472aa,CLOSE_LOCATION_REVERSAL,"0 - (($close - $low) / ($high - $low + 1e-12)) * ($volume / (Ref(Mean($volume, 20), 1) + 1e-12))",Stocks closing near the day's low with abnormally high volume are oversold and tend to mean-revert upward on the next day.,validation_admitted,True,0.05946269447767831,0.04429542577184863,,42,33,141,1,[42],"Sub(0,Mul(Div($volume,Add(1e-12,Ref(Mean($volume,20),1))),Div(Sub($close,$low),Add(1e-12,Sub($high,$low)))))"
4f941ef03d46ac9b,LOW_VOLUME_UPPER_SHADOW,"(($high - $close) / ($high - $low + 1e-12)) * (Ref(Mean($volume, 20), 1) / ($volume + 1e-12))",Stocks with long upper shadows on low volume indicate weak intraday demand without conviction and tend to rebound the next day.,validation_admitted,True,0.05380083379997329,0.04358339835742824,,42,49,189,1,[42],"Mul(Div(Ref(Mean($volume,20),1),Add($volume,1e-12)),Div(Sub($high,$close),Add(1e-12,Sub($high,$low))))"
c5a055753e682959,PREV_5D_MINLOW_OVER_CLOSE,"Ref(Min($low, 5), 1) / $close","Stocks closing below the prior five-day low are at a short-term support break and tend to mean-revert upward, so a higher ratio should predict positive next-day returns.",validation_admitted,True,0.041277844730570626,0.042627696641098264,,42,4,52,1,[42],"Div(Ref(Min($low,5),1),$close)"
d4a5d8a020f1f408,PRIOR_5D_LOW_OVER_CLOSE,"Min(Ref($low, 1), 5) / $close","Stocks closing below the lowest low of the prior five days are at short-term support and tend to rebound next day, making this ratio positively predictive.",validation_admitted,True,0.041277844730570626,0.042627696641098264,,42,13,80,1,[42],"Div(Min(Ref($low,1),5),$close)"
565466be74a854be,PRIOR_3DAY_LOW_BREAK_VOL,"(Ref(Min($low, 3), 1) / $close - 1) * ($volume / (Ref(Mean($volume, 20), 1) + 1e-12))",A close below the prior three-day low on elevated volume signals capitulation and tends to predict a short-term rebound in A-shares.,validation_admitted,True,0.044316823200978045,0.04254635148204155,,42,28,125,1,[42],"Mul(Div($volume,Add(1e-12,Ref(Mean($volume,20),1))),Sub(Div(Ref(Min($low,3),1),$close),1))"
981973106b70ec43,CLOSE_LOW_VOL_ACCEL,"0 - (($close - $low) / ($high - $low + 1e-12)) * ($volume / (Ref($volume, 1) + 1e-12))","Stocks closing near the daily low with a volume surge relative to the prior day reflect panic selling that tends to revert next day, so the negative composite should relate positively to forward returns.",validation_admitted,True,0.049188149672706225,0.042067845178262356,,42,44,172,1,[42],"Sub(0,Mul(Div($volume,Add(1e-12,Ref($volume,1))),Div(Sub($close,$low),Add(1e-12,Sub($high,$low)))))"
09fc41ffae5a7271,LOW_INTRADAY_RETURN,1 - ($close / $open),"Stocks with large intraday gains tend to reverse the next day in Chinese A-shares, so a factor rewarding low intraday return should rank positively.",validation_admitted,True,0.04315490915243494,0.040635460328226736,0.026660706085488435,42,8,64,1,[42],"Sub(1,Div($close,$open))"
4d68b16041d9dc8e,CLOSE_LOCATION_AMOUNT_RATIO_REVERSAL,"0 - (($close - $low) / ($high - $low + 1e-12)) * (($close * $volume) / (Ref(Mean($close * $volume, 20), 1) + 1e-12))",Higher trading value relative to its own 20-day average combined with a close in the lower part of the daily range signals distribution under selling pressure and predicts lower next-day returns.,validation_pending,False,0.06081372710466161,,,42,89,307,1,[42],"Sub(0,Mul(Div(Mul($close,$volume),Add(1e-12,Ref(Mean(Mul($close,$volume),20),1))),Div(Sub($close,$low),Add(1e-12,Sub($high,$low)))))"
c305ae86f811b622,LOW_VOLUME_REVERSAL_UPPER_SHADOW,"((($high - $close) / ($high - $low + 1e-12)) * (Mean($volume, 20) / ($volume + 1e-12))) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","A large upper shadow on low current volume indicates weak selling pressure and a potential mean-reversion bounce, amplified when dollar-volume variance is low.",validation_pending,False,0.058757659300808306,,,123,74,262,1,[123],"Div(Mul(Div(Mean($volume,20),Add($volume,1e-12)),Div(Sub($high,$close),Add(1e-12,Sub($high,$low)))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
a053509ab676e1c4,VOL_RANGE_CORR_PANIC_REVERSAL,"Corr($volume, $high - $low, 20) * (($high - $low) / ($close + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","High volume-volatility co-movement during a high-turnover down-close day signals persistent liquidity-driven selling, setting up a stronger next-day reversal.",validation_pending,False,0.058651366820780766,,,456,90,312,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))),Mul(Corr($volume,Sub($high,$low),20),Div(Sub($high,$low),Add($close,1e-12)))))"
c5c7db78ed31f397,UPPER_SHADOW_VOLUME_RANGE_CV,"((($high - $close) / ($high - $low + 1e-12)) * (Mean($volume, 20) / ($volume + 1e-12))) / ((Std($high - $low, 20) / (Mean($high - $low, 20) + 1e-12)) + 1e-12)","Large upper shadows with contracting current volume and low range volatility indicate exhausted intraday selling pressure, which should predict positive next-day returns.",validation_pending,False,0.05800396775215978,,,123,84,293,1,[123],"Div(Mul(Div(Mean($volume,20),Add($volume,1e-12)),Div(Sub($high,$close),Add(1e-12,Sub($high,$low)))),Add(1e-12,Div(Std(Sub($high,$low),20),Add(1e-12,Mean(Sub($high,$low),20)))))"
73a5a0c10c045e1b,UPPER_SHADOW_SURPRISE_RELATIVE_VOLUME,"((($high - $close) / ($high - $low + 1e-12)) / (Mean(($high - $close) / ($high - $low + 1e-12), 20) + 1e-12)) * (Mean($volume, 20) / ($volume + 1e-12)) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)",An unusually high upper-shadow surprise on low current volume and low dollar-volume variability signals residual selling pressure that is likely to reverse next day.,validation_pending,False,0.05793551319900382,,,123,83,291,1,[123],"Div(Mul(Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Mean(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),20))),Div(Mean($volume,20),Add($volume,1e-12))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
995eafa374976131,RANK_INTRADAY_REVERSAL_VOLUME,"0 - (Rank(($close - $low) / ($high - $low + 1e-12), 20) * ($volume / (Ref(Mean($volume, 20), 1) + 1e-12)))",A stock whose close is in the lower part of its daily range relative to the past month and whose volume is below average is likely to rebound next day.,validation_pending,False,0.057802456299485834,,,42,96,329,1,[42],"Sub(0,Mul(Div($volume,Add(1e-12,Ref(Mean($volume,20),1))),Rank(Div(Sub($close,$low),Add(1e-12,Sub($high,$low))),20)))"
e924f37b5d1605b6,UPPER_SHADOW_DOLLAR_VOLUME_RANK_CV,"((($high - $close) / ($high - $low + 1e-12)) * (1 - Rank($close * $volume, 20))) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","A close near the low after an intraday rally combined with low dollar volume signals failed selling pressure and low conviction, and normalizing by dollar-volume stability isolates stocks likely to rebound.",validation_pending,False,0.05778469885766588,,,123,81,284,1,[123],"Div(Mul(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Sub(1,Rank(Mul($close,$volume),20))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
da8f1a3c04a7b07f,UPPER_SHADOW_ZSCORE_VOLRATIO_CV,"((($high - $close) / ($high - $low + 1e-12)) / (Std(($high - $close) / ($high - $low + 1e-12), 20) + 1e-12) * (Mean($volume, 20) / ($volume + 1e-12))) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","An unusually high upper shadow relative to its own 20-day volatility, combined with low current volume and stable dollar-volume dynamics, captures exhausted intraday selling pressure that tends to reverse higher.",validation_pending,False,0.05734464260674528,,,123,84,292,1,[123],"Div(Mul(Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Std(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),20))),Div(Mean($volume,20),Add($volume,1e-12))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
c69ce02cadf698c8,CLOSE_BELOW_OHLC_AVG_VOL_RANGE,"(($open + $high + $low - 3 * $close) / ($close + 1e-12)) * (($high - $low) / ($close + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))",Close below the average of open/high/low with wide intraday range and elevated dollar volume indicates temporary liquidation pressure that tends to reverse next day.,validation_pending,False,0.056249193844608525,,,456,86,298,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub($high,$low),Add($close,1e-12)),Div(Sub(Add($low,Add($high,$open)),Mul($close,3)),Add($close,1e-12))))"
e5512261deeb08e8,UPPER_SHADOW_VOLUME_RANK_RANGE_STABILITY,"((($high-$close)/($high-$low+1e-12))*(1-Rank($volume,20)))/((Std($high-$low,20)/(Mean($high-$low,20)+1e-12))+1e-12)",Large upper shadow with low volume percentile in a stable price range indicates selling exhaustion and bullish reversal; using time-series volume rank improves cross-sectional comparability.,validation_pending,False,0.05620491287143358,,,123,78,275,1,[123],"Div(Mul(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Sub(1,Rank($volume,20))),Add(1e-12,Div(Std(Sub($high,$low),20),Add(1e-12,Mean(Sub($high,$low),20)))))"
f323247b08cd3839,UP_SHADOW_BELOW_RECENT_Q80_STABLE_DOLLAR_VOL,"(($high - $close) / ($high - $low + 1e-12)) * (Quantile($close, 20, 0.8) / ($close + 1e-12)) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","Large upper shadows on a close below its recent 80th-percentile indicate intraday selling pressure, and when dollar volume is stable this overreaction tends to revert upward the next day.",validation_pending,False,0.05579913407974614,,,123,69,247,1,[123],"Div(Mul(Div(Quantile($close,20,0.8),Add($close,1e-12)),Div(Sub($high,$close),Add(1e-12,Sub($high,$low)))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
95b0626a35b7302e,INTRADAY_RANGE_ABNORMAL_CLOSE_LOCATION,"0 - (($close - $low) / ($high - $low + 1e-12)) * ((($volume * ($high - $low)) / (Ref(Mean($volume * ($high - $low), 20), 1) + 1e-12)))",Close near the low combined with an unusually high dollar-range captures intraday distribution-driven selling pressure that should continue to correct next day.,validation_pending,False,0.054890903799144346,,,42,96,328,1,[42],"Sub(0,Mul(Div(Mul($volume,Sub($high,$low)),Add(1e-12,Ref(Mean(Mul($volume,Sub($high,$low)),20),1))),Div(Sub($close,$low),Add(1e-12,Sub($high,$low)))))"
881ab0a4c2bd67af,UPSHADOW_CV_AMOUNT,"(($high - $close) / ($high - $low + 1e-12)) / ((Std($close * $volume, 20) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","It measures the intraday upper-shadow reversal per unit of instability in dollar turnover, so a weak close on low turnover variability signals illiquid selling pressure that should revert.",validation_pending,False,0.054639851006829825,,,123,52,196,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Div(Std(Mul($close,$volume),20),Add(1e-12,Mean(Mul($close,$volume),20)))))"
52db6db9e8afe663,UPPER_SHADOW_RANGE_STABILITY,"(($high - $close) / ($high - $low + 1e-12)) / ((Std($high - $low, 20) / (Mean($high - $low, 20) + 1e-12)) + 1e-12)","Close near the low relative to daily range, normalized by the stability of the trading range, captures intraday selling pressure in stable-range stocks that tend to revert next day.",validation_pending,False,0.05460526407434022,,,123,54,202,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Div(Std(Sub($high,$low),20),Add(1e-12,Mean(Sub($high,$low),20)))))"
dfb455b1b5568f49,UPPER_SHADOW_TO_VOLUME_CV,"(($high - $close) / ($high - $low + 1e-12)) / ((Std($volume, 20) / (Mean($volume, 20) + 1e-12)) + 1e-12)",A large upper shadow relative to the day's range indicates intraday selling pressure that reverses; normalizing by volume coefficient of variation captures stable-volume names where this reversal is more reliable.,validation_pending,False,0.05458685997425216,,,123,53,200,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Div(Std($volume,20),Add(1e-12,Mean($volume,20)))))"
af7797415d21d9d7,UPPER_SHADOW_LOW_VOLUME_RANK_RETVOL,"((($high - $close) / ($high - $low + 1e-12)) * (1 - Rank($volume, 20))) / ((Std(($close / (Ref($close, 1) + 1e-12)) - 1, 20)) + 1e-12)","Stocks with upper shadows and low current volume rank tend to have exhausted intraday selling pressure and revert upward next day, especially when recent return volatility is low.",validation_pending,False,0.05450182946065291,,,123,82,286,1,[123],"Div(Mul(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Sub(1,Rank($volume,20))),Add(1e-12,Std(Sub(Div($close,Add(1e-12,Ref($close,1))),1),20)))"
654966c91685577c,UPPER_SHADOW_DOLLAR_VOLUME_RATIO,"(($high - $close) / ($high - $low + 1e-12)) / ((($close * $volume) / (Mean($close * $volume, 20) + 1e-12)) + 1e-12)","Large upper shadows relative to range, combined with low dollar turnover, indicate weak intraday selling pressure on illiquid days and predict next-day price reversal.",validation_pending,False,0.05431506886089375,,,123,48,185,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20)))))"
3739ab7757a80c67,UPPER_SHADOW_TO_DOLLAR_RANGE_CV,"(($high - $close) / ($high - $low + 1e-12)) / ((Std(($high - $low) * $volume, 20) / (Mean(($high - $low) * $volume, 20) + 1e-12)) + 1e-12)","Upper shadow captures intraday selling pressure; normalizing by the coefficient of variation of dollar-range filters out stocks with unstable trading value, making the expected reversal signal cleaner.",validation_pending,False,0.05425978704674269,,,123,57,212,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Div(Std(Mul($volume,Sub($high,$low)),20),Add(1e-12,Mean(Mul($volume,Sub($high,$low)),20)))))"
6389b6fccef470ca,DOWN_GAP_LOW_VOLUME_UPPER_SHADOW,"If(Less($open, Ref($close, 1)), (($high - $close) / ($high - $low + 1e-12)) / (($volume / (Mean($volume, 20) + 1e-12)) + 1e-12), 0)","Down gaps with large upper shadows on low relative volume indicate weak selling pressure absorbed, which should lead to a next-day rebound.",validation_pending,False,0.05366823724903023,,,123,46,179,1,[123],"If(Less($open,Ref($close,1)),Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Div($volume,Add(1e-12,Mean($volume,20))))),0)"
ea6fd9c350e8d556,UPPER_SHADOW_LOW_TURNOVER,"(($high - $close) / ($high - $low + 1e-12)) / (($volume / (Mean($volume, 20) + 1e-12)) + 1e-12)","Upper shadows reflect late-day selling pressure, and unusually low turnover makes that selling harder to absorb, strengthening the next-day reversal signal.",validation_pending,False,0.05366823724903023,,,123,45,177,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Div($volume,Add(1e-12,Mean($volume,20)))))"
0af0c8d24c2e381d,UPPER_SHADOW_LOW_VOL_LOW_VOLUME,"(($high - $close) / ($high - $low + 1e-12)) / ((Std($close / Ref($close, 1) - 1, 20) + 1e-12) * (($volume / (Mean($volume, 20) + 1e-12)) + 1e-12))","Upper shadows reflect intraday selling pressure, and when they occur under low return volatility and low relative volume the selling is likely weak, leading to a next-day reversal.",validation_pending,False,0.053578707531059734,,,123,49,187,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Mul(Add(1e-12,Div($volume,Add(1e-12,Mean($volume,20)))),Add(1e-12,Std(Sub(Div($close,Ref($close,1)),1),20))))"
925f81b47cab52ee,UPPER_SHADOW_VOLUME_STABILITY,"(($high - $close) / ($high - $low + 1e-12)) / (Std($volume / (Mean($volume, 20) + 1e-12), 20) + 1e-12)","Upper-shadow reversal signals are more reliable when trading volume is stable, so scaling the shadow ratio by volume-ratio volatility should improve next-day return predictability.",validation_pending,False,0.05344264503260139,,,123,48,186,1,[123],"Div(Div(Sub($high,$close),Add(1e-12,Sub($high,$low))),Add(1e-12,Std(Div($volume,Add(1e-12,Mean($volume,20))),20)))"
35666b85d41b4a20,REVERSAL_RANGEVOL_ADJ_VOLRATIO,"(($high + $low - 2 * $close) / (Std($high - $low, 20) + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","A stock closing below its intraday midpoint relative to the volatility of its recent daily range, especially with elevated dollar volume, signals temporary overreaction that should revert upward next day.",validation_pending,False,0.052386789795026596,,,456,72,256,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Std(Sub($high,$low),20))))"
d7129df1a1c1ebb1,ABNORMAL_RANGE_CLOSE_POSITION_VOLUME,"(($high - $low) / (Mean($high - $low, 20) + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","Stocks with abnormally wide intraday ranges that close near the low on high dollar volume are under temporary selling pressure and tend to rebound next day, while range normalization avoids overlap with close-scaled range factors.",validation_pending,False,0.05223380148436869,,,456,84,293,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Sub($high,$low),Add(1e-12,Mean(Sub($high,$low),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low)))))"
2899d810e8d8b9e2,CLOSE_POS_RANGE_EXPANSION,"(($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($high - $low) / (Mean($high - $low, 20) + 1e-12))","Stocks closing near the low while daily range expands signal capitulation with high volatility, predicting a short-term rebound.",validation_pending,False,0.052223908197559385,,,456,23,111,1,[456],"Mul(Div(Sub($high,$low),Add(1e-12,Mean(Sub($high,$low),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))))"
d53eb79bd0ed67e9,INTRADAY_REVERSAL_RANGE_VOLUME_SURGE,"($high + $low - 2 * $close) / ($high - $low + 1e-12) * ((($high - $low) / ($close + 1e-12)) / (Mean(($high - $low) / ($close + 1e-12), 20) + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))",This combines an intraday reversal close location with extreme range expansion and high relative dollar volume to identify overdone selloffs likely to revert next day.,validation_pending,False,0.051907951826049625,,,456,64,232,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Div(Sub($high,$low),Add($close,1e-12)),Add(1e-12,Mean(Div(Sub($high,$low),Add($close,1e-12)),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low)))))"
4ca7d229fa9a3103,RANGE_EXPANSION_LOW_CLOSE_VOLUME_REVERSAL,"((($high - $low) / $close) / (Mean(($high - $low) / $close, 20) + 1e-12)) * (($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))","Expanded intraday range with a close near the low and unusually high dollar turnover marks panic liquidation, which tends to reverse in Chinese A-shares.",validation_pending,False,0.051907951826049625,,,456,55,206,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Mul(Div(Div(Sub($high,$low),$close),Add(1e-12,Mean(Div(Sub($high,$low),$close),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low)))))"
ec3575e4e9706d44,REVERSAL_RANGE_VOLUME,"(($high + $low - 2 * $close) / ($high - $low + 1e-12)) * (($volume * ($high - $low)) / (Mean($volume * ($high - $low), 20) + 1e-12))",Stocks closing near their low on unusually high range-scaled volume experience stronger next-day rebound due to liquidity-driven overselling.,validation_pending,False,0.051599343008320454,,,456,29,129,1,[456],"Mul(Div(Mul($volume,Sub($high,$low)),Add(1e-12,Mean(Mul($volume,Sub($high,$low)),20))),Div(Sub(Add($high,$low),Mul($close,2)),Add(1e-12,Sub($high,$low))))"
83152142c2c079d4,UNUSUAL_LOW_CLOSE_POS_AMT,"((Mean(($close - $low) / ($high - $low + 1e-12), 20) - ($close - $low) / ($high - $low + 1e-12)) / (Std(($close - $low) / ($high - $low + 1e-12), 20) + 1e-12)) * (($volume * $close) / (Mean($volume * $close, 20) + 1e-12))",Stocks whose close is unusually low in the day's range relative to their own 20-day pattern and have elevated dollar volume tend to revert upward next day.,validation_pending,False,0.05158495212566155,,,456,27,123,1,[456],"Mul(Div(Mul($close,$volume),Add(1e-12,Mean(Mul($close,$volume),20))),Div(Sub(Mean(Div(Sub($close,$low),Add(1e-12,Sub($high,$low))),20),Div(Sub($close,$low),Add(1e-12,Sub($high,$low)))),Add(1e-12,Std(Div(Sub($close,$low),Add(1e-12,Sub($high,$low))),20))))"
